unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location.latitude,location.longitude,location.human_address,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,facility_type,road_ramp,due_date,vehicle_type,taxi_company_borough
51925979,2021-09-21T04:54:57Z,2021-09-21T04:59:30Z,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10016,506 FIRST AVENUE,FIRST AVENUE,EAST   29 STREET,EAST   30 STREET,EAST   29 STREET,EAST   30 STREET,ADDRESS,NEW YORK,1 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-09-21T08:59:34Z,06 MANHATTAN,1009620097,MANHATTAN,991016,209216,MOBILE,Unspecified,MANHATTAN,40.74092362084501,-73.97558375755476,40.74092362084501,-73.97558375755476,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51925992,2021-09-21T04:04:40Z,2021-09-21T04:13:45Z,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10025,19 WEST  106 STREET,WEST  106 STREET,CENTRAL PARK WEST,MANHATTAN AVENUE,CENTRAL PARK WEST,MANHATTAN AVENUE,ADDRESS,NEW YORK,DUKE ELLINGTON BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-09-21T08:13:51Z,07 MANHATTAN,1018420022,MANHATTAN,995118,230141,MOBILE,Unspecified,MANHATTAN,40.79835320314698,-73.9607471691232,40.79835320314698,-73.9607471691232,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51926000,2021-09-21T05:10:57Z,2021-09-21T05:23:37Z,NYPD,New York City Police Department,Animal-Abuse,Other (complaint details),Residential Building/House,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2021-09-21T09:23:39Z,03 BRONX,2029020036,BRONX,1010978,244429,ONLINE,Unspecified,BRONX,40.83753598368616,-73.90340745804488,40.83753598368616,-73.90340745804488,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51926212,2021-09-21T05:37:08Z,NA,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11230,1912 AVENUE H,AVENUE H,EAST   19 STREET,OCEAN AVENUE,EAST   19 STREET,OCEAN AVENUE,ADDRESS,BROOKLYN,AVENUE H,In Progress,NA,NA,14 BROOKLYN,3067037501,BROOKLYN,995848,168952,MOBILE,Unspecified,BROOKLYN,40.63040316244937,-73.95821598763953,40.63040316244937,-73.95821598763953,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51926221,2021-09-21T05:54:12Z,2021-09-21T07:15:46Z,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11219,1183 OVINGTON AVENUE,OVINGTON AVENUE,11 AVENUE,12 AVENUE,11 AVENUE,12 AVENUE,ADDRESS,BROOKLYN,OVINGTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2021-09-21T11:15:51Z,10 BROOKLYN,3057660050,BROOKLYN,982522,167279,PHONE,Unspecified,BROOKLYN,40.62581855355545,-74.00622502250376,40.62581855355545,-74.00622502250376,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51926222,2021-09-21T05:41:31Z,2021-09-21T07:48:55Z,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10466,4337 WICKHAM AVENUE,WICKHAM AVENUE,PITMAN AVENUE,NEREID AVENUE,PITMAN AVENUE,NEREID AVENUE,ADDRESS,BRONX,WICKHAM AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2021-09-21T11:48:58Z,12 BRONX,2050510076,BRONX,1025740,266026,MOBILE,Unspecified,BRONX,40.89675607397592,-73.84992531177923,40.89675607397592,-73.84992531177923,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51926232,2021-09-21T05:08:47Z,2021-09-21T06:22:35Z,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10452,1171 NELSON AVENUE,NELSON AVENUE,WEST  167 STREET,WEST  168 STREET,WEST  167 STREET,WEST  168 STREET,ADDRESS,BRONX,NELSON AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2021-09-21T10:22:39Z,04 BRONX,2025160061,BRONX,1004772,244243,ONLINE,Unspecified,BRONX,40.83704207003015,-73.92583592993418,40.83704207003015,-73.92583592993418,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51926234,2021-09-21T05:32:11Z,2021-09-21T07:59:12Z,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10456,1037 COLLEGE AVENUE,COLLEGE AVENUE,EAST  165 STREET,EAST  166 STREET,EAST  165 STREET,EAST  166 STREET,ADDRESS,BRONX,COLLEGE AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2021-09-21T11:59:17Z,04 BRONX,2024370030,BRONX,1007745,241621,ONLINE,Unspecified,BRONX,40.829838029673816,-73.91510105113257,40.829838029673816,-73.91510105113257,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51926291,2021-09-21T04:56:30Z,2021-09-21T06:41:29Z,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10459,1122 FOX STREET,FOX STREET,EAST  169 STREET,HOME STREET,EAST  169 STREET,HOME STREET,ADDRESS,BRONX,FOX STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-09-21T10:41:32Z,03 BRONX,2027190039,BRONX,1013629,240789,ONLINE,Unspecified,BRONX,40.82753681682239,-73.89384293778974,40.82753681682239,-73.89384293778974,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51926292,2021-09-21T05:32:43Z,2021-09-21T06:20:14Z,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10027,2 ST NICHOLAS TERRACE,ST NICHOLAS TERRACE,WEST  127 STREET,WEST  128 STREET,WEST  127 STREET,WEST  128 STREET,ADDRESS,NEW YORK,ST NICHOLAS TERRACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-09-21T10:20:21Z,09 MANHATTAN,1019540012,MANHATTAN,997493,235258,MOBILE,Unspecified,MANHATTAN,40.81239471651093,-73.95215909830897,40.81239471651093,-73.95215909830897,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51926304,2021-09-21T04:22:27Z,2021-09-21T06:15:09Z,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11238,585 PROSPECT PLACE,PROSPECT PLACE,FRANKLIN AVENUE SHUTTLE LINE,FRANKLIN AVENUE,FRANKLIN AVENUE SHUTTLE LINE,FRANKLIN AVENUE,ADDRESS,BROOKLYN,PROSPECT PLACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-09-21T10:15:11Z,08 BROOKLYN,3011560066,BROOKLYN,996136,185279,ONLINE,Unspecified,BROOKLYN,40.675216830205585,-73.9571496389228,40.675216830205585,-73.9571496389228,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51926305,2021-09-21T04:55:16Z,2021-09-21T06:38:25Z,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11372,37-29 87 STREET,87 STREET,37 AVENUE,FLUSHING LINE,37 AVENUE,FLUSHING LINE,ADDRESS,JACKSON HEIGHTS,87 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2021-09-21T10:38:29Z,03 QUEENS,4014750063,QUEENS,1017653,212221,ONLINE,Unspecified,QUEENS,40.74911109264261,-73.87944483760796,40.74911109264261,-73.87944483760796,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51926306,2021-09-21T04:03:18Z,NA,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,10469,2519 KINGSLAND AVENUE,KINGSLAND AVENUE,MACE AVENUE,ALLERTON AVENUE,MACE AVENUE,ALLERTON AVENUE,ADDRESS,BRONX,KINGSLAND AVENUE,In Progress,NA,NA,11 BRONX,2044870081,BRONX,1028800,253808,ONLINE,Unspecified,BRONX,40.863206595948625,-73.83893817865027,40.863206595948625,-73.83893817865027,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51926660,2021-09-21T06:08:27Z,2021-09-21T10:42:02Z,DHS,Department of Homeless Services,Homeless Person Assistance,NA,Subway,NA,NA,NA,NA,NA,NA,NA,ADDRESS,NA,NA,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2021-09-21T10:42:02Z,Unspecified MANHATTAN,NA,MANHATTAN,997442,234789,MOBILE,Unspecified,MANHATTAN,40.811107518494005,-73.95234425968995,40.811107518494005,-73.95234425968995,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",A,A B C D Uptown & The Bronx,Platform,NA,NA,NA,NA,NA,NA
51926661,2021-09-21T06:08:13Z,2021-09-21T06:17:32Z,DHS,Department of Homeless Services,Homeless Person Assistance,NA,Subway,NA,NA,NA,NA,NA,NA,NA,ADDRESS,NA,NA,Closed,The Department of Homeless Services did not have enough information to act on your request.,2021-09-21T06:17:32Z,Unspecified MANHATTAN,NA,MANHATTAN,1003777,250866,MOBILE,Unspecified,MANHATTAN,40.855222507789215,-73.92941245306655,40.855222507789215,-73.92941245306655,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",1,1 Uptown & The Bronx,Platform,NA,NA,NA,NA,NA,NA
51926820,2021-09-21T04:22:39Z,2021-09-21T05:15:39Z,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11101,CENTER BOULEVARD,CENTER BOULEVARD,50 AVENUE,CENTER BOULEVARD,50 AVENUE,CENTER BOULEVARD,INTERSECTION,NA,NA,Closed,The Police Department issued a summons in response to the complaint.,2021-09-21T09:15:48Z,02 QUEENS,NA,QUEENS,995509,210248,MOBILE,Unspecified,QUEENS,40.74375162454662,-73.95936829014069,40.74375162454662,-73.95936829014069,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51926891,2021-09-21T05:36:40Z,2021-09-21T06:06:08Z,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11230,1600 OCEAN PARKWAY,OCEAN PARKWAY,AVENUE O,AVENUE P,AVENUE O,AVENUE P,ADDRESS,BROOKLYN,OCEAN PARKWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2021-09-21T10:06:10Z,12 BROOKLYN,3066120042,BROOKLYN,993191,161496,ONLINE,Unspecified,BROOKLYN,40.60994107665947,-73.96779821179517,40.60994107665947,-73.96779821179517,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51926903,2021-09-21T05:00:54Z,2021-09-21T06:01:20Z,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11385,60-91 70 AVENUE,70 AVENUE,60 LANE,FRESH POND ROAD,60 LANE,FRESH POND ROAD,ADDRESS,RIDGEWOOD,70 AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2021-09-21T10:01:25Z,05 QUEENS,4035360031,QUEENS,1013169,195218,MOBILE,Unspecified,QUEENS,40.70245782546473,-73.89570114447247,40.70245782546473,-73.89570114447247,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51926905,2021-09-21T05:32:14Z,2021-09-21T05:46:27Z,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11105,22-28 STEINWAY STREET,STEINWAY STREET,DITMARS BOULEVARD,23 AVENUE,DITMARS BOULEVARD,23 AVENUE,ADDRESS,ASTORIA,STEINWAY STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-09-21T09:46:30Z,01 QUEENS,4008050044,QUEENS,1010058,220639,ONLINE,Unspecified,QUEENS,40.77224175757227,-73.9068237017425,40.77224175757227,-73.9068237017425,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51926906,2021-09-21T04:05:13Z,2021-09-21T04:25:19Z,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,93 WOODRUFF AVENUE,WOODRUFF AVENUE,ST PAULS PLACE,BRIGHTON LINE,ST PAULS PLACE,BRIGHTON LINE,ADDRESS,BROOKLYN,WOODRUFF AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-09-21T08:25:27Z,14 BROOKLYN,NA,BROOKLYN,994549,177417,ONLINE,Unspecified,BROOKLYN,40.653639373637304,-73.96288296067931,40.653639373637304,-73.96288296067931,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51926911,2021-09-21T04:02:37Z,2021-09-21T04:24:36Z,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Club/Bar/Restaurant,11206,151 MESEROLE STREET,MESEROLE STREET,GRAHAM AVENUE,HUMBOLDT STREET,GRAHAM AVENUE,HUMBOLDT STREET,ADDRESS,BROOKLYN,MESEROLE STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-09-21T08:24:47Z,01 BROOKLYN,3030440037,BROOKLYN,1000034,197263,ONLINE,Unspecified,BROOKLYN,40.70810404540373,-73.94306883695855,40.70810404540373,-73.94306883695855,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51926949,2021-09-21T04:34:42Z,2021-09-21T04:45:05Z,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11230,1600 OCEAN PARKWAY,OCEAN PARKWAY,AVENUE O,AVENUE P,AVENUE O,AVENUE P,ADDRESS,BROOKLYN,OCEAN PARKWAY,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2021-09-21T08:45:12Z,12 BROOKLYN,3066120042,BROOKLYN,993191,161496,ONLINE,Unspecified,BROOKLYN,40.60994107665947,-73.96779821179517,40.60994107665947,-73.96779821179517,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51926960,2021-09-21T04:05:37Z,2021-09-21T04:58:43Z,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10039,2971 8 AVENUE,8 AVENUE,MACOMBS DAM BRDG PEDESTRIAN PATH,HARLEM RIVER DRIVE,MACOMBS DAM BRDG PEDESTRIAN PATH,HARLEM RIVER DRIVE,ADDRESS,NEW YORK,8 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-09-21T08:58:47Z,10 MANHATTAN,1021060003,MANHATTAN,1002013,242070,ONLINE,Unspecified,MANHATTAN,40.83108379367574,-73.93581237865462,40.83108379367574,-73.93581237865462,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51926974,2021-09-21T05:43:17Z,2021-09-21T06:08:59Z,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10026,142 WEST  113 STREET,WEST  113 STREET,ST NICHOLAS AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ST NICHOLAS AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,WEST  113 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2021-09-21T10:09:04Z,10 MANHATTAN,1018220058,MANHATTAN,997265,231063,MOBILE,Unspecified,MANHATTAN,40.80088093969034,-73.95299089059657,40.80088093969034,-73.95299089059657,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51926994,2021-09-21T05:28:50Z,2021-09-21T05:46:18Z,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10026,142 WEST  113 STREET,WEST  113 STREET,ST NICHOLAS AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ST NICHOLAS AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,WEST  113 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2021-09-21T09:46:23Z,10 MANHATTAN,1018220058,MANHATTAN,997265,231063,MOBILE,Unspecified,MANHATTAN,40.80088093969034,-73.95299089059657,40.80088093969034,-73.95299089059657,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51927003,2021-09-21T04:03:07Z,2021-09-21T04:31:16Z,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11217,105 5 AVENUE,5 AVENUE,BALTIC STREET,STERLING PLACE,BALTIC STREET,STERLING PLACE,ADDRESS,BROOKLYN,5 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2021-09-21T08:31:22Z,06 BROOKLYN,3009410007,BROOKLYN,990234,186802,ONLINE,Unspecified,BROOKLYN,40.67940307805388,-73.97842565630759,40.67940307805388,-73.97842565630759,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51927169,2021-09-21T04:01:57Z,NA,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11214,153 BAY   37 STREET,BAY   37 STREET,BENSON AVENUE,BATH AVENUE,BENSON AVENUE,BATH AVENUE,ADDRESS,BROOKLYN,BAY   37 STREET,In Progress,NA,NA,11 BROOKLYN,3068770017,BROOKLYN,986554,156363,ONLINE,Unspecified,BROOKLYN,40.59585624713346,-73.99170369439526,40.59585624713346,-73.99170369439526,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51927197,2021-09-21T05:28:06Z,2021-09-21T06:08:21Z,NYPD,New York City Police Department,Encampment,N/A,Subway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2021-09-21T10:08:24Z,Unspecified MANHATTAN,NA,MANHATTAN,997442,234789,MOBILE,Unspecified,MANHATTAN,40.811107518494005,-73.95234425968995,40.811107518494005,-73.95234425968995,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",A,A B C D Uptown & The Bronx,Platform,NA,NA,NA,NA,NA,NA
51927219,2021-09-21T05:58:06Z,2021-09-21T08:24:03Z,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11372,77-04 ROOSEVELT AVENUE,ROOSEVELT AVENUE,77 STREET,78 STREET,77 STREET,78 STREET,ADDRESS,JACKSON HEIGHTS,ROOSEVELT AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-09-21T12:24:08Z,04 QUEENS,4014880001,QUEENS,1015141,211500,ONLINE,Unspecified,QUEENS,40.747141262775756,-73.88851422813414,40.747141262775756,-73.88851422813414,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51927235,2021-09-21T04:50:27Z,2021-09-21T07:13:20Z,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11221,1023 BROADWAY,BROADWAY,WILLOUGHBY AVENUE,SUYDAM STREET,WILLOUGHBY AVENUE,SUYDAM STREET,ADDRESS,BROOKLYN,BROADWAY,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2021-09-21T11:13:26Z,04 BROOKLYN,3032040004,BROOKLYN,1002896,192707,ONLINE,Unspecified,BROOKLYN,40.69559332836931,-73.93275853378509,40.69559332836931,-73.93275853378509,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
51927237,2021-09-21T05:58:56Z,2021-09-21T08:53:51Z,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453,1777 GRAND CONCOURSE,GRAND CONCOURSE,EAST  175 STREET,EAST  175 STREET,EAST  175 STREET,EAST  175 STREET,ADDRESS,BRONX,GRAND CONCOURSE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-09-21T12:53:55Z,05 BRONX,2028260062,BRONX,1009328,247679,ONLINE,Unspecified,BRONX,40.84646111931607,-73.90935824898752,40.84646111931607,-73.90935824898752,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}",NA,NA,NA,NA,NA,NA,NA,NA,NA
