unique_key,created_date,closed_date,agency,complaint_type,descriptor,status,resolution_description,incident_zip,city,borough,latitude,longitude
52053762,2021-10-02T04:03:14Z,2021-10-02T05:11:34Z,NYPD,noise - vehicle,Car/Truck Music,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11411,NA,QUEENS,40.69404356692484,-73.7366439423969
52053774,2021-10-02T05:43:43Z,2021-10-02T05:52:05Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10025,NEW YORK,MANHATTAN,40.799475312083196,-73.95934872471949
52053792,2021-10-02T04:02:49Z,2021-10-02T04:45:30Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10029,NEW YORK,MANHATTAN,40.7956877502917,-73.93561175109805
52053802,2021-10-02T05:21:33Z,2021-10-02T05:29:49Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10025,NEW YORK,MANHATTAN,40.792850376391996,-73.97125621523305
52053804,2021-10-02T05:15:00Z,2021-10-02T06:16:37Z,DHS,homeless person assistance,NA,Closed,"Due to technical issues or other circumstances, the Department of Homeless Services has determined that this request should now be administratively closed.",10301,STATEN ISLAND,STATEN ISLAND,40.64300357766563,-74.07577170286257
52053851,2021-10-02T04:57:01Z,2021-10-02T10:04:39Z,NYPD,illegal parking,Blocked Hydrant,Closed,The Police Department issued a summons in response to the complaint.,10458,BRONX,BRONX,40.8595216348782,-73.8946305884343
52053852,2021-10-02T05:21:35Z,2021-10-02T07:27:56Z,NYPD,illegal parking,Blocked Hydrant,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11105,ASTORIA,QUEENS,40.77200238137092,-73.90953541196416
52053860,2021-10-02T04:20:48Z,NA,TLC,other,Bag/Wallet,In Progress,NA,10048,NEW YORK,MANHATTAN,40.70985772019757,-74.0115892439735
52053861,2021-10-02T04:48:38Z,2021-10-02T06:30:11Z,NYPD,noise - commercial,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,11106,ASTORIA,QUEENS,40.76078059456811,-73.92287061118496
52053877,2021-10-02T05:21:07Z,2021-10-02T06:05:34Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10467,BRONX,BRONX,40.881019018541664,-73.88413825340893
52053880,2021-10-02T05:56:40Z,2021-10-02T06:48:15Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11694,FAR ROCKAWAY,QUEENS,40.58459331888798,-73.82156578235912
52053881,2021-10-02T05:58:43Z,2021-10-02T06:51:42Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,11236,NA,BROOKLYN,40.63947134453121,-73.90274653136717
52053883,2021-10-02T05:18:28Z,2021-10-02T06:06:05Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10472,BRONX,BRONX,40.83059858473269,-73.8570305906105
52053884,2021-10-02T04:28:25Z,2021-10-02T06:28:02Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10473,BRONX,BRONX,40.82595425638907,-73.85681654588639
52053930,2021-10-02T04:33:46Z,2021-10-02T06:04:29Z,NYPD,illegal parking,Posted Parking Sign Violation,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11209,NA,BROOKLYN,40.622176891082134,-74.0226869520269
52053940,2021-10-02T05:36:46Z,2021-10-02T06:24:31Z,NYPD,noise - commercial,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10036,NA,MANHATTAN,40.75973017419921,-73.99168328325673
52053942,2021-10-02T04:15:35Z,2021-10-02T05:39:31Z,NYPD,noise - residential,Banging/Pounding,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,11209,BROOKLYN,BROOKLYN,40.630613998714324,-74.02452359575902
52053943,2021-10-02T05:06:31Z,2021-10-02T06:29:05Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department reviewed your complaint and provided additional information below.,11208,BROOKLYN,BROOKLYN,40.680079744706156,-73.88426022674112
52053948,2021-10-02T05:16:23Z,2021-10-02T06:45:08Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,11237,BROOKLYN,BROOKLYN,40.7008714204968,-73.9237946632983
52053949,2021-10-02T04:28:57Z,2021-10-02T11:54:38Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10452,BRONX,BRONX,40.83791450019204,-73.92523504508097
52053950,2021-10-02T04:22:14Z,2021-10-02T06:18:15Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11369,EAST ELMHURST,QUEENS,40.76863669059886,-73.87134075731109
52053951,2021-10-02T04:37:39Z,2021-10-02T06:42:35Z,NYPD,noise - residential,Loud Talking,Closed,The Police Department responded to the complaint and took action to fix the condition.,11225,BROOKLYN,BROOKLYN,40.66173466815853,-73.95075330967286
52053952,2021-10-02T05:14:41Z,2021-10-02T06:25:02Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10036,NEW YORK,MANHATTAN,40.759387097915656,-73.99191795448137
52053953,2021-10-02T04:22:35Z,2021-10-02T06:34:17Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10472,BRONX,BRONX,40.831706041426315,-73.85811228962753
52053988,2021-10-02T05:19:52Z,2021-10-02T10:11:06Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11208,BROOKLYN,BROOKLYN,40.6864174538477,-73.8789488168748
52053989,2021-10-02T04:12:44Z,2021-10-02T06:44:28Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,11237,BROOKLYN,BROOKLYN,40.70081107385745,-73.92385243623515
52053990,2021-10-02T05:54:51Z,2021-10-02T06:49:30Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10467,BRONX,BRONX,40.875429869515685,-73.88051032638849
52053991,2021-10-02T04:22:55Z,2021-10-02T06:55:07Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10467,BRONX,BRONX,40.872443463484124,-73.86539076555644
52053995,2021-10-02T05:49:39Z,2021-10-02T06:06:28Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10033,NEW YORK,MANHATTAN,40.84637632367179,-73.93404825809533
52054020,2021-10-02T04:15:56Z,2021-10-02T06:38:27Z,NYPD,illegal parking,Commercial Overnight Parking,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,11365,FRESH MEADOWS,QUEENS,40.738818637253324,-73.79907919184917
52054048,2021-10-02T04:51:48Z,2021-10-02T07:30:35Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11369,EAST ELMHURST,QUEENS,40.76109643175486,-73.87593972255837
52054050,2021-10-02T05:22:11Z,2021-10-02T10:10:16Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11210,BROOKLYN,BROOKLYN,40.63555185091864,-73.94404228450274
52054051,2021-10-02T05:34:47Z,2021-10-02T07:04:01Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,10019,NEW YORK,MANHATTAN,40.77165075627706,-73.99452673635916
52054052,2021-10-02T04:16:41Z,2021-10-02T08:35:39Z,NYPD,noise - residential,Loud Talking,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11217,BROOKLYN,BROOKLYN,40.68921826981743,-73.97783472389042
52054055,2021-10-02T05:11:38Z,2021-10-02T06:56:00Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11220,BROOKLYN,BROOKLYN,40.64409306738932,-74.01016888009953
52054403,2021-10-02T05:21:01Z,NA,TLC,taxi complaint,Driver Complaint - Passenger,In Progress,NA,10019,NEW YORK,MANHATTAN,40.76364351888185,-73.98513443925972
52054405,2021-10-02T05:50:05Z,2021-10-02T06:39:25Z,NYPD,other,N/A,Closed,The Police Department visited the location and no Encampment was found.,NA,NA,BROOKLYN,40.62974094109959,-74.02551040253958
52054412,2021-10-02T04:26:07Z,2021-10-02T05:01:14Z,DHS,homeless person assistance,NA,Closed,The Department of Homeless Services did not have enough information to act on your request.,NA,NA,QUEENS,40.74966739007307,-73.89845319094752
52054414,2021-10-02T04:21:58Z,2021-10-02T05:00:29Z,DHS,homeless person assistance,NA,Closed,The Department of Homeless Services did not have enough information to act on your request.,NA,NA,MANHATTAN,40.74607945556746,-73.98207797178418
52054437,2021-10-02T04:12:15Z,2021-10-02T07:33:31Z,NYPD,blocked driveway,No Access,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10466,BRONX,BRONX,40.88467491674384,-73.85066502951987
52054456,2021-10-02T05:32:55Z,NA,DHS,homeless person assistance,NA,Assigned,The Department of Homeless Services has sent a mobile outreach response team to the location.,NA,NA,MANHATTAN,40.72230026771062,-73.99714273425326
52054487,2021-10-02T04:24:03Z,2021-10-02T05:00:55Z,DHS,homeless person assistance,NA,Closed,The Department of Homeless Services did not have enough information to act on your request.,NA,NA,BROOKLYN,40.69323836637393,-73.99064220610673
52054537,2021-10-02T05:55:37Z,2021-10-02T07:20:55Z,NYPD,blocked driveway,Partial Access,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11203,BROOKLYN,BROOKLYN,40.66103822938969,-73.93557592139348
52054542,2021-10-02T04:49:04Z,2021-10-02T05:07:12Z,NYPD,noise - commercial,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,11217,BROOKLYN,BROOKLYN,40.68160550260382,-73.98556014376972
52054544,2021-10-02T04:07:38Z,2021-10-02T05:08:57Z,NYPD,noise - commercial,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11434,JAMAICA,QUEENS,40.68187089534303,-73.7660623046722
52054545,2021-10-02T05:10:48Z,2021-10-02T05:50:20Z,NYPD,noise - commercial,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10014,NEW YORK,MANHATTAN,40.734078014170876,-74.00292993670995
52054579,2021-10-02T05:19:25Z,2021-10-02T05:20:35Z,NYPD,noise - residential,Banging/Pounding,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10456,BRONX,BRONX,40.83655656640166,-73.9039401169488
52054613,2021-10-02T04:21:43Z,2021-10-02T05:04:20Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11219,BROOKLYN,BROOKLYN,40.626535110075224,-73.99928670851403
52054623,2021-10-02T04:45:58Z,2021-10-02T05:47:43Z,NYPD,noise - residential,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10011,NEW YORK,MANHATTAN,40.73972400737311,-74.0003428172095
52054647,2021-10-02T04:32:09Z,2021-10-02T05:29:07Z,NYPD,illegal parking,Commercial Overnight Parking,Closed,The Police Department responded to the complaint and took action to fix the condition.,11204,NA,BROOKLYN,40.61011751607077,-73.98488770181775
52054661,2021-10-02T05:34:56Z,2021-10-02T05:55:05Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11219,BROOKLYN,BROOKLYN,40.62651589633983,-73.99925428638844
52054671,2021-10-02T05:11:15Z,2021-10-02T05:44:21Z,NYPD,blocked driveway,No Access,Closed,The Police Department responded to the complaint and took action to fix the condition.,11228,BROOKLYN,BROOKLYN,40.626452165446615,-74.0117764998827
52054696,2021-10-02T04:17:15Z,2021-10-02T04:34:06Z,NYPD,noise - commercial,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10474,BRONX,BRONX,40.81911464594627,-73.88945946148091
52054717,2021-10-02T04:23:16Z,2021-10-02T05:53:40Z,NYPD,other,N/A,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11365,FRESH MEADOWS,QUEENS,40.72980343218956,-73.80626479296103
52054728,2021-10-02T04:34:06Z,2021-10-02T05:08:57Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,11226,BROOKLYN,BROOKLYN,40.65022439518368,-73.94757608020483
52054750,2021-10-02T05:00:26Z,2021-10-02T05:55:17Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,10011,NEW YORK,MANHATTAN,40.743508888302344,-74.0054962133828
52054753,2021-10-02T05:16:56Z,2021-10-02T05:47:13Z,NYPD,noise - street/sidewalk,Loud Music/Party,Closed,The Police Department responded to the complaint and took action to fix the condition.,11224,BROOKLYN,BROOKLYN,40.577668207535986,-73.98279273348865
